scientific_name	rank	author	parent	classification	source
Hofmania	Genus		Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Hofmania	Artsnavnebase 20170303
Komarekia	Genus	Fott	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Komarekia	Artsnavnebase 20170303
Komarekia appendiculata	Species	(Chodat) Fott	Komarekia	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Komarekia appendiculata	Artsnavnebase 20170303
Komarekia rotundata	Species	(Teiling) Fott	Komarekia	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Komarekia rotundata	Artsnavnebase 20170303
Pseudotetrastrum	Genus	Korshikov ex Hindák	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Pseudotetrastrum	Artsnavnebase 20170303
Pseudotetrastrum punctatum	Species	(Schmidle) Hindák, 1977	Pseudotetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Pseudotetrastrum punctatum	Artsnavnebase 20170303
Scenedesmus	Genus	Meyen	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus	Artsnavnebase 20170303
Scenedesmus aculeolatus	Species	Reinsch	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus aculeolatus	Artsnavnebase 20170303
Scenedesmus acuminatus	Species	(Lagerheim) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus acuminatus	Artsnavnebase 20170303
Scenedesmus acutiformis	Species	Schröder	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus acutiformis	Artsnavnebase 20170303
Scenedesmus acutus	Species	Meyen	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus acutus	Artsnavnebase 20170303
Scenedesmus apiculatus	Species	(W. West & G.S. West) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus apiculatus	Artsnavnebase 20170303
Scenedesmus arcuatus	Species	Lemmermann	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus arcuatus	Artsnavnebase 20170303
Scenedesmus arcuatus var. arcuatus	Variety		arcuatus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus arcuatus var. arcuatus	Artsnavnebase 20170303
Scenedesmus arcuatus var. platydiscus	Variety	G.M. Sm.	arcuatus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus arcuatus var. platydiscus	Artsnavnebase 20170303
Scenedesmus bicaudatus	Species	(Hansgirg) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus bicaudatus	Artsnavnebase 20170303
Scenedesmus brasiliensis	Species	Bohlin	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus brasiliensis	Artsnavnebase 20170303
Scenedesmus brevispina	Species	(G.M. Sm.) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus brevispina	Artsnavnebase 20170303
Scenedesmus carinatus	Species	(Lemmerm.) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus carinatus	Artsnavnebase 20170303
Scenedesmus caudato-aculeolatus	Species	R. Chodat, 1926	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus caudato-aculeolatus	Artsnavnebase 20170303
Scenedesmus circumfusus	Species	Hortob.	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus circumfusus	Artsnavnebase 20170303
Scenedesmus columnatus	Species	Hortob.	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus columnatus	Artsnavnebase 20170303
Scenedesmus costato-granulatus	Species	Skuja	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus costato-granulatus	Artsnavnebase 20170303
Scenedesmus costatus	Species	Schmidle, 1895	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus costatus	Artsnavnebase 20170303
Scenedesmus denticulatus	Species	Lagerheim	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus denticulatus	Artsnavnebase 20170303
Scenedesmus denticulatus var. fenestratus	Variety	(Teiling) Uherk.	denticulatus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus denticulatus var. fenestratus	Artsnavnebase 20170303
Scenedesmus dimorphus	Species	(Turpin) Kützing	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus dimorphus	Artsnavnebase 20170303
Scenedesmus disciformis	Species	(Chodat) Fott & Komárek	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus disciformis	Artsnavnebase 20170303
Scenedesmus ecornis	Species	(Ehrenberg) Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus ecornis	Artsnavnebase 20170303
Scenedesmus ellipticus	Species	Corda, 1835	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus ellipticus	Artsnavnebase 20170303
Scenedesmus granulatus	Species	W. & G.S. West	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus granulatus	Artsnavnebase 20170303
Scenedesmus gutwinskii	Species	Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus gutwinskii	Artsnavnebase 20170303
Scenedesmus incrassatulus	Species	Bohlin	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus incrassatulus	Artsnavnebase 20170303
Scenedesmus obtusus	Species	Meyen	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus obtusus	Artsnavnebase 20170303
Scenedesmus obtusus f. alternans	Forma	(Reinsch) Compère	obtusus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus obtusus f. alternans	Artsnavnebase 20170303
Scenedesmus opoliensis	Species	P.G. Richter	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus opoliensis	Artsnavnebase 20170303
Scenedesmus planctonicus	Species	(Korshikov) Fott	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus planctonicus	Artsnavnebase 20170303
Scenedesmus quadricauda	Species	(Turpin) Brébisson	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus quadricauda	Artsnavnebase 20170303
Scenedesmus quadricauda var. longispina	Variety	(Chodat) G.M. Sm.	quadricauda	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus quadricauda var. longispina	Artsnavnebase 20170303
Scenedesmus quadricauda var. maximus	Variety	W.& G.S. West	quadricauda	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus quadricauda var. maximus	Artsnavnebase 20170303
Scenedesmus serratus	Species	(Corda) Bohlin	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus serratus	Artsnavnebase 20170303
Scenedesmus spinosus	Species	Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus spinosus	Artsnavnebase 20170303
Scenedesmus subspicatus	Species	Chodat	Scenedesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Scenedesmus subspicatus	Artsnavnebase 20170303
Tetradesmus	Genus	G.M. Smith	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetradesmus	Artsnavnebase 20170303
Tetradesmus obliquus	Species	(Turpin) M.J.Wynne, 2016	Tetradesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetradesmus obliquus	Artsnavnebase 20170303
Tetradesmus wisconsinensis	Species	G.M. Smith, 1913	Tetradesmus	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetradesmus wisconsinensis	Artsnavnebase 20170303
Tetrallanthos	Genus		Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrallanthos	Artsnavnebase 20170303
Tetrallanthos lagerheimii	Species	Teiling	Tetrallanthos	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrallanthos lagerheimii	Artsnavnebase 20170303
Tetrastrum	Genus	Chodat	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrastrum	Artsnavnebase 20170303
Tetrastrum elegans	Species	Playfair	Tetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrastrum elegans	Artsnavnebase 20170303
Tetrastrum glabrum	Species	(Y.V. Roll) Ahlstrom & Tiffany	Tetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrastrum glabrum	Artsnavnebase 20170303
Tetrastrum hastiferum	Species	(Arnoldi) Korshikov	Tetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrastrum hastiferum	Artsnavnebase 20170303
Tetrastrum heteracanthum	Species	(Nordst.) Chodat	Tetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrastrum heteracanthum	Artsnavnebase 20170303
Tetrastrum komarekii	Species	Hindák	Tetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrastrum komarekii	Artsnavnebase 20170303
Tetrastrum pulloideum	Species	Teiling	Tetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrastrum pulloideum	Artsnavnebase 20170303
Tetrastrum staurogeniaeforme	Species	(Schröder) Lemmermann	Tetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrastrum staurogeniaeforme	Artsnavnebase 20170303
Tetrastrum triacanthum	Species	Korshikov	Tetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrastrum triacanthum	Artsnavnebase 20170303
Tetrastrum triangulare	Species	(Chodat) Komárek	Tetrastrum	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Tetrastrum triangulare	Artsnavnebase 20170303
Westella	Genus	De Wildermann	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Westella	Artsnavnebase 20170303
Westella botryoides	Species	(W. West) De Wild.	Westella	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Westella botryoides	Artsnavnebase 20170303
Westella linearis	Species	G.M. Sm.	Westella	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Westella linearis	Artsnavnebase 20170303
Willea	Genus	Schmidle	Scenedesmaceae	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Willea	Artsnavnebase 20170303
Willea vilhelmii	Species	(Fott) Komárek	Willea	Plantae - Chlorophyta - Chlorophyceae - Sphaeropleales - Scenedesmaceae - Willea vilhelmii	Artsnavnebase 20170303
Tetrasporales	Order	Lemmerm.	Chlorophyceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales	Artsnavnebase 20170303
Characiochloridaceae	Family	Skuja	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Characiochloridaceae	Artsnavnebase 20170303
Chlorangiellaceae	Family	Bourr. ex Fott	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Chlorangiellaceae	Artsnavnebase 20170303
Chlorangiella	Genus	De Toni	Chlorangiellaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Chlorangiellaceae - Chlorangiella	Artsnavnebase 20170303
Chlorangiella pygmaea	Species	(Ehrenberg) Silva, 1959	Chlorangiella	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Chlorangiellaceae - Chlorangiella pygmaea	Artsnavnebase 20170303
Gloeocystaceae	Family	Artari	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Gloeocystaceae	Artsnavnebase 20170303
Palmellaceae	Family	Decne.	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae	Artsnavnebase 20170303
Planctococcus	Genus	O. Korshikov	Palmellaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae - Planctococcus	Artsnavnebase 20170303
Planctococcus sphaerocystiformis	Species	Korshikov	Planctococcus	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae - Planctococcus sphaerocystiformis	Artsnavnebase 20170303
Sphaerocystis	Genus	R. Chodat	Palmellaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae - Sphaerocystis	Artsnavnebase 20170303
Sphaerocystis planctonica	Species	(Korshikov) Bourr.	Sphaerocystis	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae - Sphaerocystis planctonica	Artsnavnebase 20170303
Sphaerocystis schroeteri	Species	Chodat	Sphaerocystis	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellaceae - Sphaerocystis schroeteri	Artsnavnebase 20170303
Palmellopsidaceae	Family	Korshikov	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae	Artsnavnebase 20170303
Asterococcus	Genus	Scherff.	Palmellopsidaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Asterococcus	Artsnavnebase 20170303
Asterococcus limneticum	Species	G.M. Sm.	Asterococcus	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Asterococcus limneticum	Artsnavnebase 20170303
Asterococcus limneticus	Species	G.M. Sm.	Asterococcus	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Asterococcus limneticus	Artsnavnebase 20170303
Asterococcus superbus	Species	(Cienk.) Scherff.	Asterococcus	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Asterococcus superbus	Artsnavnebase 20170303
Chlamydocapsa	Genus	Fott	Palmellopsidaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Chlamydocapsa	Artsnavnebase 20170303
Chlamydocapsa ampla	Species	(Kützing) Fott	Chlamydocapsa	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Chlamydocapsa ampla	Artsnavnebase 20170303
Chlamydocapsa bacillus	Species	(Teiling) Fott	Chlamydocapsa	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Chlamydocapsa bacillus	Artsnavnebase 20170303
Chlamydocapsa planctonica	Species	(W. West & G.S. West) Fott	Chlamydocapsa	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Chlamydocapsa planctonica	Artsnavnebase 20170303
Pseudosphaerocystis	Genus	Woronichin	Palmellopsidaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Pseudosphaerocystis	Artsnavnebase 20170303
Pseudosphaerocystis lacustris	Species	(Lemmermann) Nováková	Pseudosphaerocystis	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Pseudosphaerocystis lacustris	Artsnavnebase 20170303
Pseudosphaerocystis neglecta	Species	(Teiling) Bourrelly	Pseudosphaerocystis	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Palmellopsidaceae - Pseudosphaerocystis neglecta	Artsnavnebase 20170303
Tetrasporaceae	Family	(Nägeli) Wittr.	Tetrasporales	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae	Artsnavnebase 20170303
Apiocystis	Genus	Nägeli	Tetrasporaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Apiocystis	Artsnavnebase 20170303
Apiocystis brauniana	Species	Nägeli	Apiocystis	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Apiocystis brauniana	Artsnavnebase 20170303
Paulschulzia	Genus		Tetrasporaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Paulschulzia	Artsnavnebase 20170303
Paulschulzia pseudovolvox	Species	(Schultz) Skuja	Paulschulzia	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Paulschulzia pseudovolvox	Artsnavnebase 20170303
Paulschulzia tenera	Species	(Korshikov) J.W.G. Lund	Paulschulzia	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Paulschulzia tenera	Artsnavnebase 20170303
Tetraspora	Genus	Link	Tetrasporaceae	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora	Artsnavnebase 20170303
Tetraspora cylindrica	Species	(Wahlenberg) C. Agerdh	Tetraspora	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora cylindrica	Artsnavnebase 20170303
Tetraspora gelatinosa	Species	(Vausher) Desvaux	Tetraspora	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora gelatinosa	Artsnavnebase 20170303
Tetraspora lemmermannii	Species	Fott, 1972	Tetraspora	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora lemmermannii	Artsnavnebase 20170303
Tetraspora limnetica	Species	W. & G.S. West, 1912	Tetraspora	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora limnetica	Artsnavnebase 20170303
Tetraspora lubrica	Species	(Roth) C.Agardh	Tetraspora	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora lubrica	Artsnavnebase 20170303
Tetraspora lubrica var. lacunosa	Variety	(Duby) Chauv. ex Bréb.	lubrica	Plantae - Chlorophyta - Chlorophyceae - Tetrasporales - Tetrasporaceae - Tetraspora lubrica var. lacunosa	Artsnavnebase 20170303
Volvocales	Order	Oltm.	Chlorophyceae	Plantae - Chlorophyta - Chlorophyceae - Volvocales	Artsnavnebase 20170303
Incertae sedis	Class		Chlorophyta	Plantae - Chlorophyta - Incertae sedis	Artsnavnebase 20170303
Incertae sedis	Order		Incertae sedis	Plantae - Chlorophyta - Incertae sedis - Incertae sedis	Artsnavnebase 20170303
Distomataceae	Family		Incertae sedis	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae	Artsnavnebase 20170303
Hexamitus	Genus	Dujardin	Distomataceae	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Hexamitus	Artsnavnebase 20170303
Hexamitus crassus	Species	G.A. Klebs	Hexamitus	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Hexamitus crassus	Artsnavnebase 20170303
Hexamitus inflatus	Species	Dujard.	Hexamitus	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Hexamitus inflatus	Artsnavnebase 20170303
Hexamitus pusillus	Species	G.A. Klebs	Hexamitus	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Hexamitus pusillus	Artsnavnebase 20170303
Trepomonas	Genus	Dujardin, 1841	Distomataceae	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Trepomonas	Artsnavnebase 20170303
Trepomonas agilis	Species	Dujard.	Trepomonas	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Trepomonas agilis	Artsnavnebase 20170303
Trepomonas latecapitata	Species	Skuja	Trepomonas	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Trepomonas latecapitata	Artsnavnebase 20170303
Trepomonas rotans	Species	G.A. Klebs	Trepomonas	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Trepomonas rotans	Artsnavnebase 20170303
Trigonomonas	Genus	Klebs, 1892	Distomataceae	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Trigonomonas	Artsnavnebase 20170303
Trigonomonas aechme	Species	Skuja	Trigonomonas	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Trigonomonas aechme	Artsnavnebase 20170303
Trigonomonas compressa	Species	G.A. Klebs	Trigonomonas	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Trigonomonas compressa	Artsnavnebase 20170303
Trigonomonas inflata	Species	Skuja	Trigonomonas	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Trigonomonas inflata	Artsnavnebase 20170303
Trigonomonas intermittens	Species	Skuja	Trigonomonas	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Trigonomonas intermittens	Artsnavnebase 20170303
Trigonomonas tortuosa	Species	Skuja	Trigonomonas	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Distomataceae - Trigonomonas tortuosa	Artsnavnebase 20170303
Paramastigaceae	Family		Incertae sedis	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Paramastigaceae	Artsnavnebase 20170303
Paramastix	Genus	Skuja, 1948	Paramastigaceae	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Paramastigaceae - Paramastix	Artsnavnebase 20170303
Paramastix conifera	Species	Skuja	Paramastix	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Paramastigaceae - Paramastix conifera	Artsnavnebase 20170303
Paramastix lata	Species	Skuja	Paramastix	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Paramastigaceae - Paramastix lata	Artsnavnebase 20170303
Paramastix truncata	Species	Skuja	Paramastix	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Paramastigaceae - Paramastix truncata	Artsnavnebase 20170303
Tetramitaceae	Family		Incertae sedis	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Tetramitaceae	Artsnavnebase 20170303
Tetramitus	Genus	Perty	Tetramitaceae	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Tetramitaceae - Tetramitus	Artsnavnebase 20170303
Tetramitus pyriformis	Species	G.A. Klebs	Tetramitus	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Tetramitaceae - Tetramitus pyriformis	Artsnavnebase 20170303
Tetramitus rostratus	Species	Perty	Tetramitus	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Tetramitaceae - Tetramitus rostratus	Artsnavnebase 20170303
Tetramitus rotundatus	Species	Skuja	Tetramitus	Plantae - Chlorophyta - Incertae sedis - Incertae sedis - Tetramitaceae - Tetramitus rotundatus	Artsnavnebase 20170303
Mamiellophyceae	Class	B.Marin & Melkonian	Chlorophyta	Plantae - Chlorophyta - Mamiellophyceae	Artsnavnebase 20170303
Dolichomastigales	Order	B.Marin & Melkonian	Mamiellophyceae	Plantae - Chlorophyta - Mamiellophyceae - Dolichomastigales	Artsnavnebase 20170303
Dolichomastigaceae	Family	B.Marin & Melkonian	Dolichomastigales	Plantae - Chlorophyta - Mamiellophyceae - Dolichomastigales - Dolichomastigaceae	Artsnavnebase 20170303
Dolichomastix	Genus	Manton	Dolichomastigaceae	Plantae - Chlorophyta - Mamiellophyceae - Dolichomastigales - Dolichomastigaceae - Dolichomastix	Artsnavnebase 20170303
Dolichomastix lepidota	Species	Manton	Dolichomastix	Plantae - Chlorophyta - Mamiellophyceae - Dolichomastigales - Dolichomastigaceae - Dolichomastix lepidota	Artsnavnebase 20170303
Dolichomastix nummulifera	Species	Manton	Dolichomastix	Plantae - Chlorophyta - Mamiellophyceae - Dolichomastigales - Dolichomastigaceae - Dolichomastix nummulifera	Artsnavnebase 20170303
Dolichomastix nummullifera	Species	Manton	Dolichomastix	Plantae - Chlorophyta - Mamiellophyceae - Dolichomastigales - Dolichomastigaceae - Dolichomastix nummullifera	Artsnavnebase 20170303
Mamiellales	Order	Moestrup	Mamiellophyceae	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales	Artsnavnebase 20170303
Bathycoccaceae	Family	B.Marin & Melkonian	Mamiellales	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Bathycoccaceae	Artsnavnebase 20170303
Bathycoccus	Genus	Eikrem & Throndsen	Bathycoccaceae	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Bathycoccaceae - Bathycoccus	Artsnavnebase 20170303
Bathycoccus prasinos	Species	W. Eikrem & J. Throndsen	Bathycoccus	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Bathycoccaceae - Bathycoccus prasinos	Artsnavnebase 20170303
Ostreococcus	Genus	Courties & Chret.-Dinet.	Bathycoccaceae	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Bathycoccaceae - Ostreococcus	Artsnavnebase 20170303
Ostreococcus tauri	Species	Courties & Chret.-Dinet.	Ostreococcus	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Bathycoccaceae - Ostreococcus tauri	Artsnavnebase 20170303
Ostreococcus taurii	Species	Guillou & Chrëtiennot-Dinet	Ostreococcus	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Bathycoccaceae - Ostreococcus taurii	Artsnavnebase 20170303
Mamiellaceae	Family	Moestrup	Mamiellales	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Mamiellaceae	Artsnavnebase 20170303
Mamiella	Genus	Moestrup	Mamiellaceae	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Mamiellaceae - Mamiella	Artsnavnebase 20170303
Mamiella gilva	Species	(M. Parke & D.G. Rayns) Ø. Moestrup	Mamiella	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Mamiellaceae - Mamiella gilva	Artsnavnebase 20170303
Mantoniella	Genus	T.V. Desikachary	Mamiellaceae	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Mamiellaceae - Mantoniella	Artsnavnebase 20170303
Mantoniella squamata	Species	(I. Manton & M. Parke) T.V. Desikachary	Mantoniella	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Mamiellaceae - Mantoniella squamata	Artsnavnebase 20170303
Micromonas	Genus	I. Manton & M. Parke	Mamiellaceae	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Mamiellaceae - Micromonas	Artsnavnebase 20170303
Micromonas pusilla	Species	(R.W. Butcher) I. Manton & M. Parke	Micromonas	Plantae - Chlorophyta - Mamiellophyceae - Mamiellales - Mamiellaceae - Micromonas pusilla	Artsnavnebase 20170303
